ForecastId,ConfirmedCases,Fatalities
619,2.0,0.0
620,0.0,0.0
621,24.0,2.0
622,4.0,1.0
623,12.0,1.0
624,11.0,1.0
625,17.0,0.0
626,1.0,0.0
627,0.0,0.0
628,23.0,2.0
629,3.0,1.0
630,11.0,1.0
631,11.0,1.0
632,17.0,0.0
633,1.0,0.0
634,0.0,0.0
635,23.0,2.0
636,3.0,1.0
637,11.0,1.0
638,11.0,1.0
639,17.0,0.0
640,1.0,0.0
641,0.0,0.0
642,23.0,2.0
643,3.0,1.0
644,11.0,1.0
645,0.0,0.0
646,52.0,1.0
647,64.0,1.0
648,90.0,1.0
649,120.0,1.0
650,140.0,1.0
651,175.0,1.0
652,175.0,1.0
653,11.0,1.0
654,17.0,0.0
655,1.0,0.0
656,0.0,0.0
657,23.0,2.0
658,3.0,1.0
659,11.0,1.0
660,11.0,1.0
661,18.0,0.0
662,1.0,0.0
663,0.0,0.0
664,23.0,2.0
665,4.0,1.0
666,12.0,1.0
667,11.0,1.0
668,17.0,0.0
669,1.0,0.0
670,0.0,0.0
671,23.0,2.0
672,3.0,1.0
673,11.0,1.0
674,11.0,1.0
675,17.0,0.0
676,1.0,0.0
677,0.0,0.0
678,23.0,2.0
679,3.0,1.0
680,11.0,1.0
681,11.0,1.0
682,17.0,0.0
683,1.0,0.0
684,0.0,0.0
685,23.0,2.0
686,3.0,1.0
687,11.0,1.0
688,0.0,0.0
689,2013.0,6.0
690,2388.0,6.0
691,2814.0,8.0
692,3582.0,16.0
693,4474.0,21.0
694,5283.0,28.0
695,5588.0,30.0
696,7732.0,10.0
697,10560.0,16.0
698,12912.0,12.0
699,15199.0,21.0
700,18470.0,31.0
701,21411.0,23.0
702,25302.0,22.0
703,27728.0,1.0
704,32712.0,0.0
705,37418.0,0.0
706,43276.0,0.0
707,49241.0,2.0
708,53439.0,1.0
709,60053.0,1.0
710,56015.0,1.0
711,60432.0,0.0
712,63535.0,0.0
713,68332.0,0.0
714,70691.0,2.0
715,74054.0,1.0
716,75769.0,1.0
717,63732.0,1.0
718,65452.0,0.0
719,67875.0,0.0
720,69625.0,0.0
721,71487.0,2.0
722,72848.0,1.0
723,73178.0,1.0
724,64249.0,1.0
725,65654.0,0.0
726,67999.0,0.0
727,69279.0,0.0
728,71280.0,2.0
729,72358.0,1.0
730,72853.0,1.0
731,0.0,0.0
732,44.0,1.0
733,44.0,1.0
734,53.0,1.0
735,65.0,1.0
736,72.0,1.0
737,87.0,1.0
738,93.0,2.0
739,8.0,1.0
740,14.0,0.0
741,0.0,0.0
742,0.0,0.0
743,20.0,2.0
744,1.0,1.0
745,8.0,1.0
746,8.0,1.0
747,14.0,0.0
748,0.0,0.0
749,0.0,0.0
750,20.0,2.0
751,1.0,1.0
752,8.0,1.0
753,8.0,1.0
754,14.0,0.0
755,0.0,0.0
756,0.0,0.0
757,20.0,2.0
758,1.0,1.0
759,8.0,1.0
760,8.0,1.0
761,14.0,0.0
762,0.0,0.0
763,0.0,0.0
764,20.0,2.0
765,1.0,1.0
766,8.0,1.0
767,8.0,1.0
768,14.0,0.0
769,0.0,0.0
770,0.0,0.0
771,20.0,2.0
772,1.0,1.0
773,8.0,1.0
774,0.0,0.0
775,3.0,0.0
776,3.0,0.0
777,4.0,0.0
778,4.0,0.0
779,4.0,0.0
780,5.0,0.0
781,5.0,0.0
782,8.0,1.0
783,14.0,0.0
784,0.0,0.0
785,0.0,0.0
786,20.0,2.0
787,1.0,1.0
788,8.0,1.0
789,8.0,1.0
790,14.0,0.0
791,0.0,0.0
792,0.0,0.0
793,20.0,2.0
794,1.0,1.0
795,8.0,1.0
796,8.0,1.0
797,14.0,0.0
798,0.0,0.0
799,0.0,0.0
800,20.0,2.0
801,1.0,1.0
802,8.0,1.0
803,8.0,1.0
804,14.0,0.0
805,0.0,0.0
806,0.0,0.0
807,20.0,2.0
808,1.0,1.0
809,8.0,1.0
810,8.0,1.0
811,14.0,0.0
812,0.0,0.0
813,0.0,0.0
814,20.0,2.0
815,1.0,1.0
816,8.0,1.0
817,0.0,0.0
818,278.0,1.0
819,285.0,1.0
820,305.0,1.0
821,334.0,2.0
822,377.0,2.0
823,392.0,3.0
824,419.0,4.0
825,8.0,1.0
826,14.0,0.0
827,0.0,0.0
828,0.0,0.0
829,20.0,2.0
830,1.0,1.0
831,8.0,1.0
832,8.0,1.0
833,14.0,0.0
834,0.0,0.0
835,0.0,0.0
836,20.0,2.0
837,1.0,1.0
838,8.0,1.0
839,8.0,1.0
840,14.0,0.0
841,0.0,0.0
842,0.0,0.0
843,20.0,2.0
844,1.0,1.0
845,8.0,1.0
846,8.0,1.0
847,14.0,0.0
848,0.0,0.0
849,0.0,0.0
850,20.0,2.0
851,1.0,1.0
852,8.0,1.0
853,8.0,1.0
854,14.0,0.0
855,0.0,0.0
856,0.0,0.0
857,20.0,2.0
858,1.0,1.0
859,8.0,1.0
860,0.0,0.0
861,17.0,1.0
862,20.0,1.0
863,25.0,2.0
864,27.0,2.0
865,33.0,3.0
866,39.0,4.0
867,39.0,5.0
868,8.0,1.0
869,14.0,0.0
870,0.0,0.0
871,0.0,0.0
872,20.0,2.0
873,1.0,1.0
874,8.0,1.0
875,8.0,1.0
876,14.0,0.0
877,0.0,0.0
878,0.0,0.0
879,20.0,2.0
880,1.0,1.0
881,8.0,1.0
882,8.0,1.0
883,14.0,0.0
884,0.0,0.0
885,0.0,0.0
886,20.0,2.0
887,1.0,1.0
888,8.0,1.0
889,8.0,1.0
890,14.0,0.0
891,0.0,0.0
892,0.0,0.0
893,20.0,2.0
894,1.0,1.0
895,8.0,1.0
896,8.0,1.0
897,14.0,0.0
898,0.0,0.0
899,0.0,0.0
900,20.0,2.0
901,1.0,1.0
902,8.0,1.0
903,0.0,0.0
904,5.0,0.0
905,5.0,0.0
906,6.0,0.0
907,14.0,0.0
908,17.0,0.0
909,18.0,0.0
910,18.0,0.0
911,8.0,1.0
912,14.0,0.0
913,0.0,0.0
914,0.0,0.0
915,20.0,2.0
916,1.0,1.0
917,8.0,1.0
918,8.0,1.0
919,14.0,0.0
920,0.0,0.0
921,0.0,0.0
922,20.0,2.0
923,1.0,1.0
924,8.0,1.0
925,8.0,1.0
926,14.0,0.0
927,0.0,0.0
928,0.0,0.0
929,20.0,2.0
930,1.0,1.0
931,8.0,1.0
932,8.0,1.0
933,14.0,0.0
934,0.0,0.0
935,0.0,0.0
936,20.0,2.0
937,1.0,1.0
938,8.0,1.0
939,8.0,1.0
940,14.0,0.0
941,0.0,0.0
942,0.0,0.0
943,20.0,2.0
944,1.0,1.0
945,8.0,1.0
946,0.0,0.0
947,51.0,0.0
948,69.0,0.0
949,76.0,0.0
950,76.0,0.0
951,81.0,0.0
952,81.0,0.0
953,86.0,0.0
954,8.0,1.0
955,14.0,0.0
956,0.0,0.0
957,0.0,0.0
958,20.0,2.0
959,1.0,1.0
960,8.0,1.0
961,8.0,1.0
962,14.0,0.0
963,0.0,0.0
964,0.0,0.0
965,20.0,2.0
966,1.0,1.0
967,8.0,1.0
968,8.0,1.0
969,14.0,0.0
970,0.0,0.0
971,0.0,0.0
972,20.0,2.0
973,1.0,1.0
974,8.0,1.0
975,8.0,1.0
976,14.0,0.0
977,0.0,0.0
978,0.0,0.0
979,20.0,2.0
980,1.0,1.0
981,8.0,1.0
982,8.0,1.0
983,14.0,0.0
984,0.0,0.0
985,0.0,0.0
986,20.0,2.0
987,1.0,1.0
988,8.0,1.0
989,0.0,0.0
990,1795.0,21.0
991,2257.0,37.0
992,2815.0,67.0
993,3401.0,75.0
994,3743.0,88.0
995,4269.0,122.0
996,4937.0,178.0
997,6773.0,319.0
998,9305.0,350.0
999,11364.0,390.0
1000,13642.0,476.0
1001,16565.0,650.0
1002,19222.0,480.0
1003,22803.0,726.0
1004,24896.0,1018.0
1005,29577.0,1459.0
1006,34237.0,1626.0
1007,39549.0,1962.0
1008,45665.0,2249.0
1009,49633.0,3079.0
1010,56305.0,3120.0
1011,54091.0,3734.0
1012,58909.0,3624.0
1013,62135.0,4570.0
1014,67372.0,5254.0
1015,69888.0,5915.0
1016,73548.0,5607.0
1017,75713.0,7102.0
1018,63480.0,4948.0
1019,65273.0,4593.0
1020,67690.0,5472.0
1021,69588.0,5977.0
1022,71339.0,6334.0
1023,72764.0,5399.0
1024,73030.0,6779.0
1025,64204.0,5011.0
1026,65578.0,4755.0
1027,67894.0,5504.0
1028,69194.0,5878.0
1029,71103.0,6147.0
1030,72165.0,5270.0
1031,72605.0,6458.0
1032,0.0,0.0
1033,0.0,0.0
1034,0.0,0.0
1035,0.0,0.0
1036,0.0,0.0
1037,1.0,0.0
1038,1.0,0.0
1039,2.0,0.0
1040,8.0,1.0
1041,14.0,0.0
1042,0.0,0.0
1043,0.0,0.0
1044,20.0,2.0
1045,1.0,1.0
1046,8.0,1.0
1047,8.0,1.0
1048,14.0,0.0
1049,0.0,0.0
1050,0.0,0.0
1051,20.0,2.0
1052,1.0,1.0
1053,8.0,1.0
1054,8.0,1.0
1055,14.0,0.0
1056,0.0,0.0
1057,0.0,0.0
1058,20.0,2.0
1059,1.0,1.0
1060,8.0,1.0
1061,8.0,1.0
1062,14.0,0.0
1063,0.0,0.0
1064,0.0,0.0
1065,20.0,2.0
1066,1.0,1.0
1067,8.0,1.0
1068,8.0,1.0
1069,14.0,0.0
1070,0.0,0.0
1071,0.0,0.0
1072,20.0,2.0
1073,1.0,1.0
1074,8.0,1.0
1075,0.0,0.0
1076,2.0,0.0
1077,2.0,0.0
1078,2.0,0.0
1079,2.0,0.0
1080,5.0,0.0
1081,6.0,0.0
1082,6.0,0.0
1083,8.0,1.0
1084,14.0,0.0
1085,0.0,0.0
1086,0.0,0.0
1087,20.0,2.0
1088,1.0,1.0
1089,8.0,1.0
1090,8.0,1.0
1091,14.0,0.0
1092,0.0,0.0
1093,0.0,0.0
1094,20.0,2.0
1095,1.0,1.0
1096,8.0,1.0
1097,8.0,1.0
1098,14.0,0.0
1099,0.0,0.0
1100,0.0,0.0
1101,20.0,2.0
1102,1.0,1.0
1103,8.0,1.0
1104,8.0,1.0
1105,14.0,0.0
1106,0.0,0.0
1107,0.0,0.0
1108,20.0,2.0
1109,1.0,1.0
1110,8.0,1.0
1111,8.0,1.0
1112,14.0,0.0
1113,0.0,0.0
1114,0.0,0.0
1115,20.0,2.0
1116,1.0,1.0
1117,8.0,1.0
1118,0.0,0.0
1119,1.0,0.0
1120,2.0,0.0
1121,2.0,0.0
1122,2.0,0.0
1123,2.0,0.0
1124,2.0,0.0
1125,2.0,0.0
1126,8.0,1.0
1127,14.0,0.0
1128,0.0,0.0
1129,0.0,0.0
1130,20.0,2.0
1131,1.0,1.0
1132,8.0,1.0
1133,8.0,1.0
1134,14.0,0.0
1135,0.0,0.0
1136,0.0,0.0
1137,20.0,2.0
1138,1.0,1.0
1139,8.0,1.0
1140,8.0,1.0
1141,14.0,0.0
1142,0.0,0.0
1143,0.0,0.0
1144,20.0,2.0
1145,1.0,1.0
1146,8.0,1.0
1147,8.0,1.0
1148,14.0,0.0
1149,0.0,0.0
1150,0.0,0.0
1151,20.0,2.0
1152,1.0,1.0
1153,8.0,1.0
1154,8.0,1.0
1155,14.0,0.0
1156,0.0,0.0
1157,0.0,0.0
1158,20.0,2.0
1159,1.0,1.0
1160,8.0,1.0
1161,0.0,0.0
1162,12.0,0.0
1163,15.0,0.0
1164,19.0,0.0
1165,24.0,0.0
1166,27.0,0.0
1167,29.0,0.0
1168,32.0,0.0
1169,8.0,1.0
1170,14.0,0.0
1171,0.0,0.0
1172,0.0,0.0
1173,20.0,2.0
1174,1.0,1.0
1175,8.0,1.0
1176,8.0,1.0
1177,14.0,0.0
1178,0.0,0.0
1179,0.0,0.0
1180,20.0,2.0
1181,1.0,1.0
1182,8.0,1.0
1183,8.0,1.0
1184,14.0,0.0
1185,0.0,0.0
1186,0.0,0.0
1187,20.0,2.0
1188,1.0,1.0
1189,8.0,1.0
1190,8.0,1.0
1191,14.0,0.0
1192,0.0,0.0
1193,0.0,0.0
1194,20.0,2.0
1195,1.0,1.0
1196,8.0,1.0
1197,8.0,1.0
1198,14.0,0.0
1199,0.0,0.0
1200,0.0,0.0
1201,20.0,2.0
1202,1.0,1.0
1203,8.0,1.0
1204,0.0,0.0
1205,63.0,0.0
1206,89.0,0.0
1207,93.0,1.0
1208,126.0,1.0
1209,136.0,1.0
1210,166.0,3.0
1211,176.0,3.0
1212,8.0,1.0
1213,14.0,0.0
1214,0.0,0.0
1215,0.0,0.0
1216,20.0,2.0
1217,1.0,1.0
1218,8.0,1.0
1219,8.0,1.0
1220,14.0,0.0
1221,0.0,0.0
1222,0.0,0.0
1223,20.0,2.0
1224,1.0,1.0
1225,8.0,1.0
1226,8.0,1.0
1227,14.0,0.0
1228,0.0,0.0
1229,0.0,0.0
1230,20.0,2.0
1231,1.0,1.0
1232,8.0,1.0
1233,8.0,1.0
1234,14.0,0.0
1235,0.0,0.0
1236,0.0,0.0
1237,20.0,2.0
1238,1.0,1.0
1239,8.0,1.0
1240,8.0,1.0
1241,14.0,0.0
1242,0.0,0.0
1243,0.0,0.0
1244,20.0,2.0
1245,1.0,1.0
1246,8.0,1.0
1247,0.0,0.0
1248,621.0,6.0
1249,793.0,11.0
1250,1021.0,15.0
1251,1546.0,25.0
1252,1924.0,34.0
1253,2247.0,46.0
1254,2554.0,59.0
1255,1212.0,1.0
1256,1239.0,0.0
1257,1303.0,0.0
1258,1504.0,0.0
1259,1355.0,2.0
1260,1461.0,1.0
1261,1373.0,1.0
1262,127.0,1.0
1263,145.0,0.0
1264,124.0,0.0
1265,94.0,0.0
1266,145.0,2.0
1267,109.0,1.0
1268,135.0,1.0
1269,16.0,1.0
1270,23.0,0.0
1271,6.0,0.0
1272,0.0,0.0
1273,28.0,2.0
1274,8.0,1.0
1275,17.0,1.0
1276,8.0,1.0
1277,14.0,0.0
1278,0.0,0.0
1279,0.0,0.0
1280,20.0,2.0
1281,1.0,1.0
1282,8.0,1.0
1283,8.0,1.0
1284,14.0,0.0
1285,0.0,0.0
1286,0.0,0.0
1287,20.0,2.0
1288,1.0,1.0
1289,8.0,1.0
1290,0.0,0.0
1291,75.0,0.0
1292,78.0,0.0
1293,83.0,0.0
1294,88.0,0.0
1295,91.0,0.0
1296,104.0,0.0
1297,109.0,0.0
1298,8.0,1.0
1299,14.0,0.0
1300,0.0,0.0
1301,0.0,0.0
1302,20.0,2.0
1303,1.0,1.0
1304,8.0,1.0
1305,8.0,1.0
1306,14.0,0.0
1307,0.0,0.0
1308,0.0,0.0
1309,20.0,2.0
1310,1.0,1.0
1311,8.0,1.0
1312,8.0,1.0
1313,14.0,0.0
1314,0.0,0.0
1315,0.0,0.0
1316,20.0,2.0
1317,1.0,1.0
1318,8.0,1.0
1319,8.0,1.0
1320,14.0,0.0
1321,0.0,0.0
1322,0.0,0.0
1323,20.0,2.0
1324,1.0,1.0
1325,8.0,1.0
1326,8.0,1.0
1327,14.0,0.0
1328,0.0,0.0
1329,0.0,0.0
1330,20.0,2.0
1331,1.0,1.0
1332,8.0,1.0
1333,0.0,0.0
1334,94.0,3.0
1335,127.0,3.0
1336,163.0,3.0
1337,187.0,3.0
1338,201.0,3.0
1339,218.0,3.0
1340,242.0,3.0
1341,8.0,1.0
1342,14.0,0.0
1343,0.0,0.0
1344,0.0,0.0
1345,20.0,2.0
