ForecastId,ConfirmedCases,Fatalities
619,1.0,0.0
620,14.0,2.0
621,1.0,0.0
622,5.0,1.0
623,7.0,0.0
624,2.0,2.0
625,1.0,2.0
626,1.0,0.0
627,14.0,2.0
628,1.0,0.0
629,5.0,1.0
630,7.0,0.0
631,2.0,2.0
632,1.0,2.0
633,1.0,0.0
634,14.0,2.0
635,1.0,0.0
636,5.0,1.0
637,7.0,0.0
638,2.0,2.0
639,1.0,2.0
640,1.0,0.0
641,14.0,2.0
642,1.0,0.0
643,5.0,1.0
644,7.0,0.0
645,2.0,2.0
646,52.0,1.0
647,64.0,1.0
648,90.0,1.0
649,120.0,1.0
650,140.0,1.0
651,175.0,1.0
652,175.0,1.0
653,2.0,2.0
654,1.0,2.0
655,1.0,0.0
656,14.0,2.0
657,1.0,0.0
658,5.0,1.0
659,7.0,0.0
660,2.0,2.0
661,1.0,2.0
662,1.0,0.0
663,14.0,2.0
664,1.0,0.0
665,5.0,1.0
666,7.0,0.0
667,2.0,2.0
668,1.0,2.0
669,1.0,0.0
670,14.0,2.0
671,1.0,0.0
672,5.0,1.0
673,7.0,0.0
674,2.0,2.0
675,1.0,2.0
676,1.0,0.0
677,14.0,2.0
678,1.0,0.0
679,5.0,1.0
680,7.0,0.0
681,2.0,2.0
682,1.0,2.0
683,1.0,0.0
684,14.0,2.0
685,1.0,0.0
686,5.0,1.0
687,7.0,0.0
688,2.0,2.0
689,2013.0,6.0
690,2388.0,6.0
691,2814.0,8.0
692,3582.0,16.0
693,4474.0,21.0
694,5283.0,28.0
695,5588.0,30.0
696,8756.0,2.0
697,11347.0,2.0
698,12967.0,0.0
699,15257.0,2.0
700,18598.0,0.0
701,21993.0,1.0
702,24679.0,0.0
703,31185.0,2.0
704,35096.0,2.0
705,40421.0,0.0
706,45395.0,2.0
707,50323.0,0.0
708,58098.0,1.0
709,63680.0,0.0
710,66785.0,2.0
711,72238.0,2.0
712,71760.0,0.0
713,72045.0,2.0
714,74243.0,0.0
715,83923.0,1.0
716,85191.0,0.0
717,79338.0,2.0
718,83355.0,2.0
719,79761.0,0.0
720,77736.0,2.0
721,79234.0,0.0
722,86759.0,1.0
723,85628.0,0.0
724,81379.0,2.0
725,85402.0,2.0
726,81143.0,0.0
727,78903.0,2.0
728,80387.0,0.0
729,87560.0,1.0
730,85791.0,0.0
731,81670.0,2.0
732,44.0,1.0
733,44.0,1.0
734,53.0,1.0
735,65.0,1.0
736,72.0,1.0
737,87.0,1.0
738,93.0,2.0
739,2.0,2.0
740,1.0,2.0
741,1.0,0.0
742,14.0,2.0
743,1.0,0.0
744,5.0,1.0
745,7.0,0.0
746,2.0,2.0
747,1.0,2.0
748,1.0,0.0
749,14.0,2.0
750,1.0,0.0
751,5.0,1.0
752,7.0,0.0
753,2.0,2.0
754,1.0,2.0
755,1.0,0.0
756,14.0,2.0
757,1.0,0.0
758,5.0,1.0
759,7.0,0.0
760,2.0,2.0
761,1.0,2.0
762,1.0,0.0
763,14.0,2.0
764,1.0,0.0
765,5.0,1.0
766,7.0,0.0
767,2.0,2.0
768,1.0,2.0
769,1.0,0.0
770,14.0,2.0
771,1.0,0.0
772,5.0,1.0
773,7.0,0.0
774,2.0,2.0
775,3.0,0.0
776,3.0,0.0
777,4.0,0.0
778,4.0,0.0
779,4.0,0.0
780,5.0,0.0
781,5.0,0.0
782,2.0,2.0
783,1.0,2.0
784,1.0,0.0
785,14.0,2.0
786,1.0,0.0
787,5.0,1.0
788,7.0,0.0
789,2.0,2.0
790,1.0,2.0
791,1.0,0.0
792,14.0,2.0
793,1.0,0.0
794,5.0,1.0
795,7.0,0.0
796,2.0,2.0
797,1.0,2.0
798,1.0,0.0
799,14.0,2.0
800,1.0,0.0
801,5.0,1.0
802,7.0,0.0
803,2.0,2.0
804,1.0,2.0
805,1.0,0.0
806,14.0,2.0
807,1.0,0.0
808,5.0,1.0
809,7.0,0.0
810,2.0,2.0
811,1.0,2.0
812,1.0,0.0
813,14.0,2.0
814,1.0,0.0
815,5.0,1.0
816,7.0,0.0
817,2.0,2.0
818,278.0,1.0
819,285.0,1.0
820,305.0,1.0
821,334.0,2.0
822,377.0,2.0
823,392.0,3.0
824,419.0,4.0
825,2.0,2.0
826,1.0,2.0
827,1.0,0.0
828,14.0,2.0
829,1.0,0.0
830,5.0,1.0
831,7.0,0.0
832,2.0,2.0
833,1.0,2.0
834,1.0,0.0
835,14.0,2.0
836,1.0,0.0
837,5.0,1.0
838,7.0,0.0
839,2.0,2.0
840,1.0,2.0
841,1.0,0.0
842,14.0,2.0
843,1.0,0.0
844,5.0,1.0
845,7.0,0.0
846,2.0,2.0
847,1.0,2.0
848,1.0,0.0
849,14.0,2.0
850,1.0,0.0
851,5.0,1.0
852,7.0,0.0
853,2.0,2.0
854,1.0,2.0
855,1.0,0.0
856,14.0,2.0
857,1.0,0.0
858,5.0,1.0
859,7.0,0.0
860,2.0,2.0
861,17.0,1.0
862,20.0,1.0
863,25.0,2.0
864,27.0,2.0
865,33.0,3.0
866,39.0,4.0
867,39.0,5.0
868,2.0,2.0
869,1.0,2.0
870,1.0,0.0
871,14.0,2.0
872,1.0,0.0
873,5.0,1.0
874,7.0,0.0
875,2.0,2.0
876,1.0,2.0
877,1.0,0.0
878,14.0,2.0
879,1.0,0.0
880,5.0,1.0
881,7.0,0.0
882,2.0,2.0
883,1.0,2.0
884,1.0,0.0
885,14.0,2.0
886,1.0,0.0
887,5.0,1.0
888,7.0,0.0
889,2.0,2.0
890,1.0,2.0
891,1.0,0.0
892,14.0,2.0
893,1.0,0.0
894,5.0,1.0
895,7.0,0.0
896,2.0,2.0
897,1.0,2.0
898,1.0,0.0
899,14.0,2.0
900,1.0,0.0
901,5.0,1.0
902,7.0,0.0
903,2.0,2.0
904,5.0,0.0
905,5.0,0.0
906,6.0,0.0
907,14.0,0.0
908,17.0,0.0
909,18.0,0.0
910,18.0,0.0
911,2.0,2.0
912,1.0,2.0
913,1.0,0.0
914,14.0,2.0
915,1.0,0.0
916,5.0,1.0
917,7.0,0.0
918,2.0,2.0
919,1.0,2.0
920,1.0,0.0
921,14.0,2.0
922,1.0,0.0
923,5.0,1.0
924,7.0,0.0
925,2.0,2.0
926,1.0,2.0
927,1.0,0.0
928,14.0,2.0
929,1.0,0.0
930,5.0,1.0
931,7.0,0.0
932,2.0,2.0
933,1.0,2.0
934,1.0,0.0
935,14.0,2.0
936,1.0,0.0
937,5.0,1.0
938,7.0,0.0
939,2.0,2.0
940,1.0,2.0
941,1.0,0.0
942,14.0,2.0
943,1.0,0.0
944,5.0,1.0
945,7.0,0.0
946,2.0,2.0
947,51.0,0.0
948,69.0,0.0
949,76.0,0.0
950,76.0,0.0
951,81.0,0.0
952,81.0,0.0
953,86.0,0.0
954,2.0,2.0
955,1.0,2.0
956,1.0,0.0
957,14.0,2.0
958,1.0,0.0
959,5.0,1.0
960,7.0,0.0
961,2.0,2.0
962,1.0,2.0
963,1.0,0.0
964,14.0,2.0
965,1.0,0.0
966,5.0,1.0
967,7.0,0.0
968,2.0,2.0
969,1.0,2.0
970,1.0,0.0
971,14.0,2.0
972,1.0,0.0
973,5.0,1.0
974,7.0,0.0
975,2.0,2.0
976,1.0,2.0
977,1.0,0.0
978,14.0,2.0
979,1.0,0.0
980,5.0,1.0
981,7.0,0.0
982,2.0,2.0
983,1.0,2.0
984,1.0,0.0
985,14.0,2.0
986,1.0,0.0
987,5.0,1.0
988,7.0,0.0
989,2.0,2.0
990,1795.0,21.0
991,2257.0,37.0
992,2815.0,67.0
993,3401.0,75.0
994,3743.0,88.0
995,4269.0,122.0
996,4937.0,178.0
997,7790.0,2.0
998,10260.0,2.0
999,11553.0,0.0
1000,13476.0,2.0
1001,16507.0,0.0
1002,19702.0,1.0
1003,22106.0,0.0
1004,28001.0,2.0
1005,31742.0,2.0
1006,36630.0,0.0
1007,41328.0,2.0
1008,46285.0,0.0
1009,53557.0,1.0
1010,58900.0,0.0
1011,63895.0,2.0
1012,69420.0,2.0
1013,69651.0,0.0
1014,70495.0,2.0
1015,72938.0,0.0
1016,82966.0,1.0
1017,84813.0,0.0
1018,78660.0,2.0
1019,82780.0,2.0
1020,79248.0,0.0
1021,77245.0,2.0
1022,78773.0,0.0
1023,86493.0,1.0
1024,85476.0,0.0
1025,81167.0,2.0
1026,85245.0,2.0
1027,80922.0,0.0
1028,78656.0,2.0
1029,80171.0,0.0
1030,87422.0,1.0
1031,85665.0,0.0
1032,81531.0,2.0
1033,0.0,0.0
1034,0.0,0.0
1035,0.0,0.0
1036,0.0,0.0
1037,1.0,0.0
1038,1.0,0.0
1039,2.0,0.0
1040,2.0,2.0
1041,1.0,2.0
1042,1.0,0.0
1043,14.0,2.0
1044,1.0,0.0
1045,5.0,1.0
1046,7.0,0.0
1047,2.0,2.0
1048,1.0,2.0
1049,1.0,0.0
1050,14.0,2.0
1051,1.0,0.0
1052,5.0,1.0
1053,7.0,0.0
1054,2.0,2.0
1055,1.0,2.0
1056,1.0,0.0
1057,14.0,2.0
1058,1.0,0.0
1059,5.0,1.0
1060,7.0,0.0
1061,2.0,2.0
1062,1.0,2.0
1063,1.0,0.0
1064,14.0,2.0
1065,1.0,0.0
1066,5.0,1.0
1067,7.0,0.0
1068,2.0,2.0
1069,1.0,2.0
1070,1.0,0.0
1071,14.0,2.0
1072,1.0,0.0
1073,5.0,1.0
1074,7.0,0.0
1075,2.0,2.0
1076,2.0,0.0
1077,2.0,0.0
1078,2.0,0.0
1079,2.0,0.0
1080,5.0,0.0
1081,6.0,0.0
1082,6.0,0.0
1083,2.0,2.0
1084,1.0,2.0
1085,1.0,0.0
1086,14.0,2.0
1087,1.0,0.0
1088,5.0,1.0
1089,7.0,0.0
1090,2.0,2.0
1091,1.0,2.0
1092,1.0,0.0
1093,14.0,2.0
1094,1.0,0.0
1095,5.0,1.0
1096,7.0,0.0
1097,2.0,2.0
1098,1.0,2.0
1099,1.0,0.0
1100,14.0,2.0
1101,1.0,0.0
1102,5.0,1.0
1103,7.0,0.0
1104,2.0,2.0
1105,1.0,2.0
1106,1.0,0.0
1107,14.0,2.0
1108,1.0,0.0
1109,5.0,1.0
1110,7.0,0.0
1111,2.0,2.0
1112,1.0,2.0
1113,1.0,0.0
1114,14.0,2.0
1115,1.0,0.0
1116,5.0,1.0
1117,7.0,0.0
1118,2.0,2.0
1119,1.0,0.0
1120,2.0,0.0
1121,2.0,0.0
1122,2.0,0.0
1123,2.0,0.0
1124,2.0,0.0
1125,2.0,0.0
1126,2.0,2.0
1127,1.0,2.0
1128,1.0,0.0
1129,14.0,2.0
1130,1.0,0.0
1131,5.0,1.0
1132,7.0,0.0
1133,2.0,2.0
1134,1.0,2.0
1135,1.0,0.0
1136,14.0,2.0
1137,1.0,0.0
1138,5.0,1.0
1139,7.0,0.0
1140,2.0,2.0
1141,1.0,2.0
1142,1.0,0.0
1143,14.0,2.0
1144,1.0,0.0
1145,5.0,1.0
1146,7.0,0.0
1147,2.0,2.0
1148,1.0,2.0
1149,1.0,0.0
1150,14.0,2.0
1151,1.0,0.0
1152,5.0,1.0
1153,7.0,0.0
1154,2.0,2.0
1155,1.0,2.0
1156,1.0,0.0
1157,14.0,2.0
1158,1.0,0.0
1159,5.0,1.0
1160,7.0,0.0
1161,2.0,2.0
1162,12.0,0.0
1163,15.0,0.0
1164,19.0,0.0
1165,24.0,0.0
1166,27.0,0.0
1167,29.0,0.0
1168,32.0,0.0
1169,2.0,2.0
1170,1.0,2.0
1171,1.0,0.0
1172,14.0,2.0
1173,1.0,0.0
1174,5.0,1.0
1175,7.0,0.0
1176,2.0,2.0
1177,1.0,2.0
1178,1.0,0.0
1179,14.0,2.0
1180,1.0,0.0
1181,5.0,1.0
1182,7.0,0.0
1183,2.0,2.0
1184,1.0,2.0
1185,1.0,0.0
1186,14.0,2.0
1187,1.0,0.0
1188,5.0,1.0
1189,7.0,0.0
1190,2.0,2.0
1191,1.0,2.0
1192,1.0,0.0
1193,14.0,2.0
1194,1.0,0.0
1195,5.0,1.0
1196,7.0,0.0
1197,2.0,2.0
1198,1.0,2.0
1199,1.0,0.0
1200,14.0,2.0
1201,1.0,0.0
1202,5.0,1.0
1203,7.0,0.0
1204,2.0,2.0
1205,63.0,0.0
1206,89.0,0.0
1207,93.0,1.0
1208,126.0,1.0
1209,136.0,1.0
1210,166.0,3.0
1211,176.0,3.0
1212,2.0,2.0
1213,1.0,2.0
1214,1.0,0.0
1215,14.0,2.0
1216,1.0,0.0
1217,5.0,1.0
1218,7.0,0.0
1219,2.0,2.0
1220,1.0,2.0
1221,1.0,0.0
1222,14.0,2.0
1223,1.0,0.0
1224,5.0,1.0
1225,7.0,0.0
1226,2.0,2.0
1227,1.0,2.0
1228,1.0,0.0
1229,14.0,2.0
1230,1.0,0.0
1231,5.0,1.0
1232,7.0,0.0
1233,2.0,2.0
1234,1.0,2.0
1235,1.0,0.0
1236,14.0,2.0
1237,1.0,0.0
1238,5.0,1.0
1239,7.0,0.0
1240,2.0,2.0
1241,1.0,2.0
1242,1.0,0.0
1243,14.0,2.0
1244,1.0,0.0
1245,5.0,1.0
1246,7.0,0.0
1247,2.0,2.0
1248,621.0,6.0
1249,793.0,11.0
1250,1021.0,15.0
1251,1546.0,25.0
1252,1924.0,34.0
1253,2247.0,46.0
1254,2554.0,59.0
1255,2.0,2.0
1256,1.0,2.0
1257,1.0,0.0
1258,14.0,2.0
1259,1.0,0.0
1260,5.0,1.0
1261,7.0,0.0
1262,2.0,2.0
1263,1.0,2.0
1264,1.0,0.0
1265,14.0,2.0
1266,1.0,0.0
1267,5.0,1.0
1268,7.0,0.0
1269,2.0,2.0
1270,1.0,2.0
1271,1.0,0.0
1272,14.0,2.0
1273,1.0,0.0
1274,5.0,1.0
1275,7.0,0.0
1276,2.0,2.0
1277,1.0,2.0
1278,1.0,0.0
1279,14.0,2.0
1280,1.0,0.0
1281,5.0,1.0
1282,7.0,0.0
1283,2.0,2.0
1284,1.0,2.0
1285,1.0,0.0
1286,14.0,2.0
1287,1.0,0.0
1288,5.0,1.0
1289,7.0,0.0
1290,2.0,2.0
1291,75.0,0.0
1292,78.0,0.0
1293,83.0,0.0
1294,88.0,0.0
1295,91.0,0.0
1296,104.0,0.0
1297,109.0,0.0
1298,2.0,2.0
1299,1.0,2.0
1300,1.0,0.0
1301,14.0,2.0
1302,1.0,0.0
1303,5.0,1.0
1304,7.0,0.0
1305,2.0,2.0
1306,1.0,2.0
1307,1.0,0.0
1308,14.0,2.0
1309,1.0,0.0
1310,5.0,1.0
1311,7.0,0.0
1312,2.0,2.0
1313,1.0,2.0
1314,1.0,0.0
1315,14.0,2.0
1316,1.0,0.0
1317,5.0,1.0
1318,7.0,0.0
1319,2.0,2.0
1320,1.0,2.0
1321,1.0,0.0
1322,14.0,2.0
1323,1.0,0.0
1324,5.0,1.0
1325,7.0,0.0
1326,2.0,2.0
1327,1.0,2.0
1328,1.0,0.0
1329,14.0,2.0
1330,1.0,0.0
1331,5.0,1.0
1332,7.0,0.0
1333,2.0,2.0
1334,94.0,3.0
1335,127.0,3.0
1336,163.0,3.0
1337,187.0,3.0
1338,201.0,3.0
1339,218.0,3.0
1340,242.0,3.0
1341,2.0,2.0
1342,1.0,2.0
1343,1.0,0.0
1344,14.0,2.0
1345,1.0,0.0
1346,5.0,1.0
1347,7.0,0.0
1348,2.0,2.0
