Province/State,Country/Region,lat,long,day,pop,urbanpop,density,medianage,smokers,tests,testpop,health_exp_pc,hospibed,quarantine,schools,restrictions,temperature,humidity,confirmed,deaths,recovered
,Afghanistan,33,65,16,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,8,36,0,0,0
,Afghanistan,33,65,17,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,11,32,0,0,0
,Afghanistan,33,65,18,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,13,37,0,0,0
,Afghanistan,33,65,19,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,10,68,0,0,0
,Afghanistan,33,65,20,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,9,90,0,0,0
,Afghanistan,33,65,21,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,10,88,0,0,0
,Afghanistan,33,65,22,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,9,58,0,0,0
,Afghanistan,33,65,23,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,11,39,0,0,0
,Afghanistan,33,65,24,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,12,36,0,0,0
,Afghanistan,33,65,25,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,13,33,0,0,0
,Afghanistan,33,65,26,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,13,30,0,0,0
,Afghanistan,33,65,27,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,14,36,0,0,0
,Afghanistan,33,65,28,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,10,46,0,0,0
,Afghanistan,33,65,29,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,13,35,0,0,0
,Afghanistan,33,65,30,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,15,37,0,0,0
,Afghanistan,33,65,31,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,18,41,0,0,0
,Afghanistan,33,65,32,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,17,48,0,0,0
,Afghanistan,33,65,33,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,16,52,1,0,0
,Afghanistan,33,65,34,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,17,50,1,0,0
,Afghanistan,33,65,35,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,18,42,1,0,0
,Afghanistan,33,65,36,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,19,48,1,0,0
,Afghanistan,33,65,37,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,13,59,1,0,0
,Afghanistan,33,65,38,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,15,53,1,0,0
,Afghanistan,33,65,39,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,18,41,1,0,0
,Afghanistan,33,65,40,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,18,38,1,0,0
,Afghanistan,33,65,41,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,17,50,1,0,0
,Afghanistan,33,65,42,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,15,58,1,0,0
,Afghanistan,33,65,43,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,10,75,1,0,0
,Afghanistan,33,65,44,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,14,55,1,0,0
,Afghanistan,33,65,45,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,12,49,1,0,0
,Afghanistan,33,65,46,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,12,39,4,0,0
,Afghanistan,33,65,47,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,11,49,4,0,0
,Afghanistan,33,65,48,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,6,91,5,0,0
,Afghanistan,33,65,49,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,7,82,7,0,0
,Afghanistan,33,65,50,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,13,60,7,0,0
,Afghanistan,33,65,51,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,15,48,7,0,0
,Afghanistan,33,65,52,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,17,36,11,0,0
,Afghanistan,33,65,53,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,17,33,16,0,0
,Afghanistan,33,65,54,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,18,44,21,0,1
,Afghanistan,33,65,55,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,18,51,22,0,1
,Afghanistan,33,65,56,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,19,49,22,0,1
,Afghanistan,33,65,57,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,20,44,22,0,1
,Afghanistan,33,65,58,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,20,47,24,0,1
,Afghanistan,33,65,59,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,19,47,24,0,1
,Afghanistan,33,65,60,38928346,9732086,60,18,-999,-999,-999,60,0.5,-999,-999,-999,20,47,40,1,1
,Albania,41.1533,20.1683,0,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,11,45,0,0,0
,Albania,41.1533,20.1683,1,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,14,45,0,0,0
,Albania,41.1533,20.1683,2,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,13,56,0,0,0
,Albania,41.1533,20.1683,3,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,12,81,0,0,0
,Albania,41.1533,20.1683,4,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,13,79,0,0,0
,Albania,41.1533,20.1683,5,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,10,91,0,0,0
,Albania,41.1533,20.1683,6,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,10,91,0,0,0
,Albania,41.1533,20.1683,7,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,10,92,0,0,0
,Albania,41.1533,20.1683,8,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,11,82,0,0,0
,Albania,41.1533,20.1683,9,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,12,63,0,0,0
,Albania,41.1533,20.1683,10,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,13,83,0,0,0
,Albania,41.1533,20.1683,11,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,14,86,0,0,0
,Albania,41.1533,20.1683,12,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,14,84,0,0,0
,Albania,41.1533,20.1683,13,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,15,83,0,0,0
,Albania,41.1533,20.1683,14,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,6,85,0,0,0
,Albania,41.1533,20.1683,15,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,5,62,0,0,0
,Albania,41.1533,20.1683,16,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,8,55,0,0,0
,Albania,41.1533,20.1683,17,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,11,66,0,0,0
,Albania,41.1533,20.1683,18,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,11,72,0,0,0
,Albania,41.1533,20.1683,19,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,10,83,0,0,0
,Albania,41.1533,20.1683,20,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,12,88,0,0,0
,Albania,41.1533,20.1683,21,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,14,86,0,0,0
,Albania,41.1533,20.1683,22,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,14,67,0,0,0
,Albania,41.1533,20.1683,23,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,9,78,0,0,0
,Albania,41.1533,20.1683,24,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,12,70,0,0,0
,Albania,41.1533,20.1683,25,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,16,65,0,0,0
,Albania,41.1533,20.1683,26,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,15,63,0,0,0
,Albania,41.1533,20.1683,27,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,15,68,0,0,0
,Albania,41.1533,20.1683,28,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,14,81,0,0,0
,Albania,41.1533,20.1683,29,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,10,81,0,0,0
,Albania,41.1533,20.1683,30,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,13,59,0,0,0
,Albania,41.1533,20.1683,31,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,10,57,0,0,0
,Albania,41.1533,20.1683,32,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,14,54,0,0,0
,Albania,41.1533,20.1683,33,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,16,59,0,0,0
,Albania,41.1533,20.1683,34,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,17,67,0,0,0
,Albania,41.1533,20.1683,35,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,15,76,0,0,0
,Albania,41.1533,20.1683,36,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,6,89,0,0,0
,Albania,41.1533,20.1683,37,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,7,89,0,0,0
,Albania,41.1533,20.1683,38,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,11,56,0,0,0
,Albania,41.1533,20.1683,39,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,13,53,0,0,0
,Albania,41.1533,20.1683,40,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,17,76,0,0,0
,Albania,41.1533,20.1683,41,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,16,70,0,0,0
,Albania,41.1533,20.1683,42,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,10,91,0,0,0
,Albania,41.1533,20.1683,43,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,11,83,0,0,0
,Albania,41.1533,20.1683,44,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,12,69,0,0,0
,Albania,41.1533,20.1683,45,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,10,91,0,0,0
,Albania,41.1533,20.1683,46,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,12,89,0,0,0
,Albania,41.1533,20.1683,47,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,12,86,2,0,0
,Albania,41.1533,20.1683,48,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,12,81,10,0,0
,Albania,41.1533,20.1683,49,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,14,72,12,1,0
,Albania,41.1533,20.1683,50,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,21,67,23,1,0
,Albania,41.1533,20.1683,51,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,20,67,33,1,0
,Albania,41.1533,20.1683,52,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,20,73,38,1,0
,Albania,41.1533,20.1683,53,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,13,87,42,1,0
,Albania,41.1533,20.1683,54,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,13,70,51,1,0
,Albania,41.1533,20.1683,55,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,15,60,55,1,0
,Albania,41.1533,20.1683,56,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,19,57,59,2,0
,Albania,41.1533,20.1683,57,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,15,64,64,2,0
,Albania,41.1533,20.1683,58,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,18,62,70,2,0
,Albania,41.1533,20.1683,59,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,18,63,76,2,2
,Albania,41.1533,20.1683,60,2877797,1813012,105,36,846072.318,-999,-999,266,2.9,-999,-999,-999,17,63,89,2,2
,Algeria,28.0339,1.6596,0,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,29,20,0,0,0
,Algeria,28.0339,1.6596,1,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,27,25,0,0,0
,Algeria,28.0339,1.6596,2,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,27,22,0,0,0
,Algeria,28.0339,1.6596,3,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,29,19,0,0,0
,Algeria,28.0339,1.6596,4,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,30,26,0,0,0
,Algeria,28.0339,1.6596,5,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,26,28,0,0,0
,Algeria,28.0339,1.6596,6,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,24,33,0,0,0
,Algeria,28.0339,1.6596,7,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,24,28,0,0,0
,Algeria,28.0339,1.6596,8,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,25,22,0,0,0
,Algeria,28.0339,1.6596,9,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,27,19,0,0,0
,Algeria,28.0339,1.6596,10,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,27,19,0,0,0
,Algeria,28.0339,1.6596,11,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,25,23,0,0,0
,Algeria,28.0339,1.6596,12,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,25,31,0,0,0
,Algeria,28.0339,1.6596,13,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,27,31,0,0,0
,Algeria,28.0339,1.6596,14,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,29,27,0,0,0
,Algeria,28.0339,1.6596,15,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,23,28,0,0,0
,Algeria,28.0339,1.6596,16,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,23,18,0,0,0
,Algeria,28.0339,1.6596,17,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,25,16,0,0,0
,Algeria,28.0339,1.6596,18,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,26,14,0,0,0
,Algeria,28.0339,1.6596,19,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,28,14,0,0,0
,Algeria,28.0339,1.6596,20,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,29,13,0,0,0
,Algeria,28.0339,1.6596,21,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,28,16,0,0,0
,Algeria,28.0339,1.6596,22,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,28,36,0,0,0
,Algeria,28.0339,1.6596,23,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,29,18,0,0,0
,Algeria,28.0339,1.6596,24,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,29,17,0,0,0
,Algeria,28.0339,1.6596,25,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,29,18,0,0,0
,Algeria,28.0339,1.6596,26,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,28,21,0,0,0
,Algeria,28.0339,1.6596,27,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,25,25,0,0,0
,Algeria,28.0339,1.6596,28,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,27,19,0,0,0
,Algeria,28.0339,1.6596,29,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,27,19,0,0,0
,Algeria,28.0339,1.6596,30,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,30,19,0,0,0
,Algeria,28.0339,1.6596,31,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,28,18,0,0,0
,Algeria,28.0339,1.6596,32,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,25,20,0,0,0
,Algeria,28.0339,1.6596,33,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,26,26,0,0,0
,Algeria,28.0339,1.6596,34,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,26,19,1,0,0
,Algeria,28.0339,1.6596,35,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,28,15,1,0,0
,Algeria,28.0339,1.6596,36,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,28,14,1,0,0
,Algeria,28.0339,1.6596,37,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,29,20,1,0,0
,Algeria,28.0339,1.6596,38,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,31,16,1,0,0
,Algeria,28.0339,1.6596,39,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,31,13,1,0,0
,Algeria,28.0339,1.6596,40,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,31,11,3,0,0
,Algeria,28.0339,1.6596,41,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,31,15,5,0,0
,Algeria,28.0339,1.6596,42,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,31,21,12,0,0
,Algeria,28.0339,1.6596,43,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,31,23,12,0,0
,Algeria,28.0339,1.6596,44,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,33,15,17,0,0
,Algeria,28.0339,1.6596,45,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,27,22,17,0,0
,Algeria,28.0339,1.6596,46,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,24,20,19,0,0
,Algeria,28.0339,1.6596,47,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,25,20,20,0,0
,Algeria,28.0339,1.6596,48,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,26,21,20,0,0
,Algeria,28.0339,1.6596,49,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,25,26,20,0,0
,Algeria,28.0339,1.6596,50,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,28,26,24,1,8
,Algeria,28.0339,1.6596,51,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,31,19,26,2,8
,Algeria,28.0339,1.6596,52,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,33,13,37,3,12
,Algeria,28.0339,1.6596,53,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,34,10,48,4,12
,Algeria,28.0339,1.6596,54,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,33,10,54,4,12
,Algeria,28.0339,1.6596,55,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,32,13,60,4,12
,Algeria,28.0339,1.6596,56,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,34,11,74,7,12
,Algeria,28.0339,1.6596,57,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,34,17,87,9,32
,Algeria,28.0339,1.6596,58,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,28,16,90,11,32
,Algeria,28.0339,1.6596,59,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,30,20,139,15,32
,Algeria,28.0339,1.6596,60,43851044,32011262,18,29,6840762.864,-999,-999,292,1.9,-999,-999,-999,31,23,201,17,65
,Andorra,42.5063,1.5218,0,77265,67993,164,45,25111.125,-999,-999,4316,2.5,-999,-999,-999,0,98,0,0,0
,Andorra,42.5063,1.5218,1,77265,67993,164,45,25111.125,-999,-999,4316,2.5,-999,-999,-999,-1,97,0,0,0
,Andorra,42.5063,1.5218,2,77265,67993,164,45,25111.125,-999,-999,4316,2.5,-999,-999,-999,1,91,0,0,0
,Andorra,42.5063,1.5218,3,77265,67993,164,45,25111.125,-999,-999,4316,2.5,-999,-999,-999,1,97,0,0,0
,Andorra,42.5063,1.5218,4,77265,67993,164,45,25111.125,-999,-999,4316,2.5,-999,-999,-999,3,94,0,0,0
,Andorra,42.5063,1.5218,5,77265,67993,164,45,25111.125,-999,-999,4316,2.5,-999,-999,-999,2,91,0,0,0
,Andorra,42.5063,1.5218,6,77265,67993,164,45,25111.125,-999,-999,4316,2.5,-999,-999,-999,4,90,0,0,0
,Andorra,42.5063,1.5218,7,77265,67993,164,45,25111.125,-999,-999,4316,2.5,-999,-999,-999,5,69,0,0,0
,Andorra,42.5063,1.5218,8,77265,67993,164,45,25111.125,-999,-999,4316,2.5,-999,-999,-999,5,89,0,0,0
,Andorra,42.5063,1.5218,9,77265,67993,164,45,25111.125,-999,-999,4316,2.5,-999,-999,-999,4,94,0,0,0
,Andorra,42.5063,1.5218,10,77265,67993,164,45,25111.125,-999,-999,4316,2.5,-999,-999,-999,6,89,0,0,0
,Andorra,42.5063,1.5218,11,77265,67993,164,45,25111.125,-999,-999,4316,2.5,-999,-999,-999,8,83,0,0,0
,Andorra,42.5063,1.5218,12,77265,67993,164,45,25111.125,-999,-999,4316,2.5,-999,-999,-999,9,76,0,0,0
,Andorra,42.5063,1.5218,13,77265,67993,164,45,25111.125,-999,-999,4316,2.5,-999,-999,-999,6,83,0,0,0
,Andorra,42.5063,1.5218,14,77265,67993,164,45,25111.125,-999,-999,4316,2.5,-999,-999,-999,6,44,0,0,0
,Andorra,42.5063,1.5218,15,77265,67993,164,45,25111.125,-999,-999,4316,2.5,-999,-999,-999,7,38,0,0,0
,Andorra,42.5063,1.5218,16,77265,67993,164,45,25111.125,-999,-999,4316,2.5,-999,-999,-999,7,42,0,0,0
,Andorra,42.5063,1.5218,17,77265,67993,164,45,25111.125,-999,-999,4316,2.5,-999,-999,-999,6,62,0,0,0
,Andorra,42.5063,1.5218,18,77265,67993,164,45,25111.125,-999,-999,4316,2.5,-999,-999,-999,6,85,0,0,0
,Andorra,42.5063,1.5218,19,77265,67993,164,45,25111.125,-999,-999,4316,2.5,-999,-999,-999,11,77,0,0,0
,Andorra,42.5063,1.5218,20,77265,67993,164,45,25111.125,-999,-999,4316,2.5,-999,-999,-999,9,82,0,0,0
,Andorra,42.5063,1.5218,21,77265,67993,164,45,25111.125,-999,-999,4316,2.5,-999,-999,-999,7,87,0,0,0
,Andorra,42.5063,1.5218,22,77265,67993,164,45,25111.125,-999,-999,4316,2.5,-999,-999,-999,8,89,0,0,0
,Andorra,42.5063,1.5218,23,77265,67993,164,45,25111.125,-999,-999,4316,2.5,-999,-999,-999,10,69,0,0,0
,Andorra,42.5063,1.5218,24,77265,67993,164,45,25111.125,-999,-999,4316,2.5,-999,-999,-999,10,63,0,0,0
,Andorra,42.5063,1.5218,25,77265,67993,164,45,25111.125,-999,-999,4316,2.5,-999,-999,-999,9,53,0,0,0
,Andorra,42.5063,1.5218,26,77265,67993,164,45,25111.125,-999,-999,4316,2.5,-999,-999,-999,12,62,0,0,0
,Andorra,42.5063,1.5218,27,77265,67993,164,45,25111.125,-999,-999,4316,2.5,-999,-999,-999,7,70,0,0,0
,Andorra,42.5063,1.5218,28,77265,67993,164,45,25111.125,-999,-999,4316,2.5,-999,-999,-999,10,56,0,0,0
,Andorra,42.5063,1.5218,29,77265,67993,164,45,25111.125,-999,-999,4316,2.5,-999,-999,-999,12,40,0,0,0
,Andorra,42.5063,1.5218,30,77265,67993,164,45,25111.125,-999,-999,4316,2.5,-999,-999,-999,12,47,0,0,0
,Andorra,42.5063,1.5218,31,77265,67993,164,45,25111.125,-999,-999,4316,2.5,-999,-999,-999,14,33,0,0,0
